budget_type,vacation_type,travel_mode,destination_chosen
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Vilnius
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Expensive,Cultural & Historical Exploration,Plane,Moscow
Cheap,Relaxation & Wellness,Plane,Berlin
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Newcastle upon Tyne
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Medium,Nature & Outdoor Adventure,Train,Paris
Medium,Nature & Outdoor Adventure,Train,Minsk
Medium,Urban Entertainment & Nightlife,Train,Milan
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Medium,Cultural & Historical Exploration,Plane,Madrid
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Cultural & Historical Exploration,Train,Bucharest
Medium,Urban Entertainment & Nightlife,Plane,Milan
Expensive,Cultural & Historical Exploration,Plane,Rome
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Medium,Nature & Outdoor Adventure,Train,Tirana
Medium,Cultural & Historical Exploration,Train,Geneva
Medium,Cultural & Historical Exploration,Plane,Madrid
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Paris
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Cultural & Historical Exploration,Plane,Vienna
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Nature & Outdoor Adventure,Train,Bradford
Cheap,Urban Entertainment & Nightlife,Plane,Lisbon
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Cheap,Relaxation & Wellness,Train,Liverpool
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Cultural & Historical Exploration,Train,Ljubljana
Medium,Cultural & Historical Exploration,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Hamburg
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Kraków
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Prague
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Bucharest
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Cheap,Relaxation & Wellness,Plane,Sarajevo
Medium,Nature & Outdoor Adventure,Train,Tirana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Dublin
Cheap,Cultural & Historical Exploration,Train,Kraków
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Cultural & Historical Exploration,Plane,Warsaw
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Zagreb
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Nature & Outdoor Adventure,Train,Nottingham
Medium,Nature & Outdoor Adventure,Train,Helsinki
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Coventry
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Milan
Medium,Urban Entertainment & Nightlife,Train,Sofia
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Medium,Urban Entertainment & Nightlife,Train,Nottingham
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Medium,Urban Entertainment & Nightlife,Train,Newcastle upon Tyne
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Cultural & Historical Exploration,Train,Copenhagen
Medium,Urban Entertainment & Nightlife,Plane,Milan
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Train,Munich
Expensive,Cultural & Historical Exploration,Train,Riga
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Skopje
Cheap,Urban Entertainment & Nightlife,Train,Skopje
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Nature & Outdoor Adventure,Plane,Cardiff
Medium,Cultural & Historical Exploration,Plane,Budapest
Cheap,Relaxation & Wellness,Plane,Sofia
Medium,Cultural & Historical Exploration,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Manchester
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Medium,Urban Entertainment & Nightlife,Train,Edinburgh
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Skopje
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Cheap,Cultural & Historical Exploration,Train,Baku
Medium,Nature & Outdoor Adventure,Train,Chisinau
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Cheap,Relaxation & Wellness,Plane,Rome
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Zagreb
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Cultural & Historical Exploration,Plane,Athens
Medium,Urban Entertainment & Nightlife,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Stuttgart
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Relaxation & Wellness,Train,Liverpool
Medium,Nature & Outdoor Adventure,Train,Budapest
Medium,Nature & Outdoor Adventure,Train,Ljubljana
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Medium,Relaxation & Wellness,Plane,Milan
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Medium,Urban Entertainment & Nightlife,Plane,Milan
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Moscow
Cheap,Urban Entertainment & Nightlife,Train,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Vienna
Medium,Urban Entertainment & Nightlife,Plane,Glasgow
Medium,Cultural & Historical Exploration,Plane,Vienna
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Moscow
Cheap,Cultural & Historical Exploration,Train,Baku
Cheap,Cultural & Historical Exploration,Train,Tbilisi
Cheap,Cultural & Historical Exploration,Train,Riga
Expensive,Urban Entertainment & Nightlife,Plane,Rome
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Cultural & Historical Exploration,Train,Skopje
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Urban Entertainment & Nightlife,Train,Sheffield
Cheap,Relaxation & Wellness,Plane,Tirana
Medium,Nature & Outdoor Adventure,Train,Nottingham
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Kyiv
Cheap,Urban Entertainment & Nightlife,Train,Geneva
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Istanbul
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Urban Entertainment & Nightlife,Train,Baku
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Munich
Cheap,Urban Entertainment & Nightlife,Train,Dublin
Cheap,Cultural & Historical Exploration,Train,Tbilisi
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Train,Belfast
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Warsaw
Cheap,Relaxation & Wellness,Plane,Cardiff
Medium,Urban Entertainment & Nightlife,Train,Bradford
Medium,Urban Entertainment & Nightlife,Train,Newcastle upon Tyne
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Nature & Outdoor Adventure,Train,Prague
Cheap,Cultural & Historical Exploration,Train,Vilnius
Cheap,Urban Entertainment & Nightlife,Train,Vienna
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Sheffield
Expensive,Cultural & Historical Exploration,Plane,Moscow
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Cultural & Historical Exploration,Plane,Milan
Medium,Cultural & Historical Exploration,Plane,Prague
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Glasgow
Medium,Cultural & Historical Exploration,Train,Nottingham
Cheap,Urban Entertainment & Nightlife,Train,Birmingham
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Stockholm
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Cheap,Urban Entertainment & Nightlife,Train,Helsinki
Medium,Nature & Outdoor Adventure,Train,Kyiv
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Munich
Cheap,Relaxation & Wellness,Plane,Berlin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Paris
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Plane,Minsk
Cheap,Relaxation & Wellness,Plane,Basel
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Urban Entertainment & Nightlife,Plane,Kyiv
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Nature & Outdoor Adventure,Train,Coventry
Medium,Nature & Outdoor Adventure,Train,Bucharest
Medium,Nature & Outdoor Adventure,Train,Prague
Medium,Urban Entertainment & Nightlife,Plane,Berlin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Munich
Cheap,Cultural & Historical Exploration,Train,Bucharest
Medium,Nature & Outdoor Adventure,Plane,Berlin
Medium,Cultural & Historical Exploration,Train,Berlin
Medium,Nature & Outdoor Adventure,Train,Kraków
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Train,Madrid
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Sheffield
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Cardiff
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Chisinau
Medium,Nature & Outdoor Adventure,Train,Madrid
Medium,Urban Entertainment & Nightlife,Plane,Antwerp
Cheap,Cultural & Historical Exploration,Train,Sofia
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Relaxation & Wellness,Train,Skopje
Medium,Cultural & Historical Exploration,Plane,Paris
Expensive,Cultural & Historical Exploration,Plane,Rome
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Nature & Outdoor Adventure,Plane,Budapest
Cheap,Relaxation & Wellness,Plane,Riga
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Cheap,Relaxation & Wellness,Plane,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Copenhagen
Cheap,Cultural & Historical Exploration,Train,Tirana
Medium,Cultural & Historical Exploration,Plane,Milan
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Expensive,Nature & Outdoor Adventure,Train,Vilnius
Cheap,Relaxation & Wellness,Plane,Sofia
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Cheap,Relaxation & Wellness,Plane,Moscow
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Berlin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Medium,Urban Entertainment & Nightlife,Train,Leicester
Cheap,Cultural & Historical Exploration,Train,Zagreb
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Cultural & Historical Exploration,Train,Chisinau
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Relaxation & Wellness,Plane,Milan
Medium,Nature & Outdoor Adventure,Train,Bradford
Expensive,Relaxation & Wellness,Train,Vilnius
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Istanbul
Medium,Urban Entertainment & Nightlife,Train,Glasgow
Medium,Cultural & Historical Exploration,Plane,Prague
Medium,Urban Entertainment & Nightlife,Train,Sheffield
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Cheap,Relaxation & Wellness,Plane,Sofia
Medium,Cultural & Historical Exploration,Plane,Vienna
Medium,Cultural & Historical Exploration,Plane,Riga
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Bristol
Medium,Cultural & Historical Exploration,Plane,London
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Urban Entertainment & Nightlife,Plane,Sheffield
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Milan
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Train,Stuttgart
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Warsaw
Medium,Urban Entertainment & Nightlife,Train,Hamburg
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Cultural & Historical Exploration,Train,Manchester
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Train,Belfast
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Medium,Urban Entertainment & Nightlife,Train,Birmingham
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Leicester
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Plane,Glasgow
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Bristol
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Expensive,Urban Entertainment & Nightlife,Train,Skopje
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Leeds
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Medium,Urban Entertainment & Nightlife,Plane,Milan
Cheap,Cultural & Historical Exploration,Train,Minsk
Medium,Nature & Outdoor Adventure,Train,Kraków
Cheap,Urban Entertainment & Nightlife,Train,Rome
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Train,Kyiv
Medium,Urban Entertainment & Nightlife,Train,Madrid
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Prague
Expensive,Relaxation & Wellness,Plane,Coventry
Medium,Cultural & Historical Exploration,Plane,Munich
Cheap,Urban Entertainment & Nightlife,Train,Basel
Cheap,Urban Entertainment & Nightlife,Train,Tirana
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Urban Entertainment & Nightlife,Train,Kyiv
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Kyiv
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Cultural & Historical Exploration,Plane,Vienna
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Tirana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Sheffield
Medium,Cultural & Historical Exploration,Plane,Prague
Medium,Urban Entertainment & Nightlife,Plane,Antwerp
Medium,Cultural & Historical Exploration,Plane,Budapest
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Prague
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Cultural & Historical Exploration,Plane,Belfast
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Madrid
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Chisinau
Cheap,Urban Entertainment & Nightlife,Train,Newcastle upon Tyne
Medium,Cultural & Historical Exploration,Plane,Warsaw
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Rome
Cheap,Urban Entertainment & Nightlife,Train,Oslo
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Sheffield
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Munich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Medium,Cultural & Historical Exploration,Plane,Istanbul
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Medium,Urban Entertainment & Nightlife,Train,Milan
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Antwerp
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Milan
Medium,Urban Entertainment & Nightlife,Train,Leeds
Cheap,Urban Entertainment & Nightlife,Train,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Train,Newcastle upon Tyne
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Nature & Outdoor Adventure,Train,Bucharest
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Nature & Outdoor Adventure,Train,Belgrade
Cheap,Urban Entertainment & Nightlife,Train,Oslo
Medium,Cultural & Historical Exploration,Plane,Madrid
Cheap,Urban Entertainment & Nightlife,Train,Saint Petersburg
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Nature & Outdoor Adventure,Train,Copenhagen
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Bradford
Cheap,Relaxation & Wellness,Plane,Antwerp
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Kraków
Medium,Urban Entertainment & Nightlife,Train,Manchester
Medium,Cultural & Historical Exploration,Plane,Munich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Cultural & Historical Exploration,Plane,Moscow
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Cheap,Nature & Outdoor Adventure,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Tirana
Cheap,Cultural & Historical Exploration,Train,Minsk
Medium,Nature & Outdoor Adventure,Train,Birmingham
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Vienna
Medium,Nature & Outdoor Adventure,Train,Chisinau
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Cheap,Relaxation & Wellness,Train,Copenhagen
Cheap,Cultural & Historical Exploration,Train,Tirana
Medium,Cultural & Historical Exploration,Plane,Berlin
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Cultural & Historical Exploration,Plane,Budapest
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Relaxation & Wellness,Plane,Stockholm
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Minsk
Medium,Urban Entertainment & Nightlife,Plane,Berlin
Cheap,Nature & Outdoor Adventure,Plane,Moscow
